id	family	commonName	otherName
Larvivora brunnea	Muscicapidae	Indian Blue Robin	NULL
Larvivora cyane	Muscicapidae	Siberian Blue Robin	NULL
Larvivora komadori	Muscicapidae	Ryukyu Robin	NULL
Larvivora namiyei	Muscicapidae	Okinawa Robin	NULL
Larvivora ruficeps	Muscicapidae	Rufous-headed Robin	NULL
Larvivora sibilans	Muscicapidae	Rufous-tailed Robin	NULL
Laterallus albigularis	Rallidae	White-throated Crake	NULL
Laterallus exilis	Rallidae	Grey-breasted Crake	NULL
Laterallus fasciatus	Rallidae	Black-banded Crake	NULL
Laterallus flaviventer	Rallidae	Yellow-breasted Crake	NULL
Laterallus jamaicensis	Rallidae	Black Rail	NULL
Laterallus leucopyrrhus	Rallidae	Red-and-white Crake	NULL
Laterallus levraudi	Rallidae	Rusty-flanked Crake	NULL
Laterallus melanophaius	Rallidae	Rufous-sided Crake	NULL
Laterallus rogersi	Rallidae	Inaccessible Island Rail	NULL
Laterallus ruber	Rallidae	Ruddy Crake	NULL
Laterallus spilonota	Rallidae	Galapagos Crake	NULL
Laterallus spiloptera	Rallidae	Dot-winged Crake	NULL
Laterallus xenopterus	Rallidae	Rufous-faced Crake	NULL
Lathamus discolor	Psittaculidae	Swift Parrot	NULL
Lathrotriccus euleri	Tyrannidae	Euler's Flycatcher	NULL
Lathrotriccus griseipectus	Tyrannidae	Grey-breasted Flycatcher	NULL
Laticilla burnesii	Pellorneidae	Rufous-vented Grass Babbler	NULL
Laticilla cinerascens	Pellorneidae	Swamp Grass Babbler	NULL
Legatus leucophaius	Tyrannidae	Piratic Flycatcher	NULL
Leiopicus mahrattensis	Picidae	Yellow-crowned Woodpecker	NULL
Leioptila annectens	Leiothrichidae	Rufous-backed Sibia	NULL
Leiothlypis celata	Parulidae	Orange-crowned Warbler	NULL
Leiothlypis crissalis	Parulidae	Colima Warbler	NULL
Leiothlypis luciae	Parulidae	Lucy's Warbler	NULL
Leiothlypis peregrina	Parulidae	Tennessee Warbler	NULL
Leiothlypis ruficapilla	Parulidae	Nashville Warbler	NULL
Leiothlypis virginiae	Parulidae	Virginia's Warbler	NULL
Leiothrix argentauris	Leiothrichidae	Silver-eared Mesia	NULL
Leiothrix lutea	Leiothrichidae	Red-billed Leiothrix	NULL
Leipoa ocellata	Megapodiidae	Malleefowl	NULL
Leistes bellicosus	Icteridae	Peruvian Meadowlark	NULL
Leistes defilippii	Icteridae	Pampas Meadowlark	NULL
Leistes loyca	Icteridae	Long-tailed Meadowlark	NULL
Leistes militaris	Icteridae	Red-breasted Blackbird	NULL
Leistes superciliaris	Icteridae	White-browed Blackbird	NULL
Leonardina woodi	Muscicapidae	Bagobo Babbler	NULL
Lepidocolaptes affinis	Furnariidae	Spot-crowned Woodcreeper	NULL
Lepidocolaptes albolineatus	Furnariidae	Guianan Woodcreeper	NULL
Lepidocolaptes angustirostris	Furnariidae	Narrow-billed Woodcreeper	NULL
Lepidocolaptes duidae	Furnariidae	Duida Woodcreeper	NULL
Lepidocolaptes falcinellus	Furnariidae	Scalloped Woodcreeper	NULL
Lepidocolaptes fatimalimae	Furnariidae	Inambari Woodcreeper	NULL
Lepidocolaptes fuscicapillus	Furnariidae	Dusky-capped Woodcreeper	NULL
Lepidocolaptes lacrymiger	Furnariidae	Montane Woodcreeper	NULL
Lepidocolaptes leucogaster	Furnariidae	White-striped Woodcreeper	NULL
Lepidocolaptes souleyetii	Furnariidae	Streak-headed Woodcreeper	NULL
Lepidocolaptes squamatus	Furnariidae	Scaled Woodcreeper	NULL
Lepidopygia nana	Estrildidae	Madagascar Mannikin	NULL
Lepidothrix coeruleocapilla	Pipridae	Cerulean-capped Manakin	NULL
Lepidothrix coronata	Pipridae	Blue-capped Manakin	Blue-crowned Manakin
Lepidothrix iris	Pipridae	Opal-crowned Manakin	NULL
Lepidothrix isidorei	Pipridae	Blue-rumped Manakin	NULL
Lepidothrix nattereri	Pipridae	Snow-capped Manakin	NULL
Lepidothrix serena	Pipridae	White-fronted Manakin	NULL
Lepidothrix suavissima	Pipridae	Orange-bellied Manakin	NULL
Lepidothrix velutina	Pipridae	Velvety Manakin	NULL
Lepidothrix vilasboasi	Pipridae	Golden-crowned Manakin	NULL
Leptasthenura aegithaloides	Furnariidae	Plain-mantled Tit-Spinetail	NULL
Leptasthenura andicola	Furnariidae	Andean Tit-Spinetail	NULL
Leptasthenura fuliginiceps	Furnariidae	Brown-capped Tit-Spinetail	NULL
Leptasthenura pileata	Furnariidae	Rusty-crowned Tit-Spinetail	NULL
Leptasthenura platensis	Furnariidae	Tufted Tit-Spinetail	NULL
Leptasthenura setaria	Furnariidae	Araucaria Tit-Spinetail	NULL
Leptasthenura striata	Furnariidae	Streak-backed Tit-Spinetail	NULL
Leptasthenura striolata	Furnariidae	Striolated Tit-Spinetail	NULL
Leptasthenura xenothorax	Furnariidae	White-browed Tit-Spinetail	NULL
Leptocoma aspasia	Nectariniidae	Black Sunbird	NULL
Leptocoma brasiliana	Nectariniidae	Van Hasselt's Sunbird	NULL
Leptocoma calcostetha	Nectariniidae	Copper-throated Sunbird	NULL
Leptocoma minima	Nectariniidae	Crimson-backed Sunbird	NULL
Leptocoma sperata	Nectariniidae	Purple-throated Sunbird	NULL
Leptocoma zeylonica	Nectariniidae	Purple-rumped Sunbird	NULL
Leptodon cayanensis	Accipitridae	Grey-headed Kite	NULL
Leptodon forbesi	Accipitridae	White-collared Kite	NULL
Leptopoecile elegans	Aegithalidae	Crested Tit-warbler	NULL
Leptopoecile sophiae	Aegithalidae	White-browed Tit-warbler	NULL
Leptopogon amaurocephalus	Tyrannidae	Sepia-capped Flycatcher	NULL
Leptopogon rufipectus	Tyrannidae	Rufous-breasted Flycatcher	NULL
Leptopogon superciliaris	Tyrannidae	Slaty-capped Flycatcher	NULL
Leptopogon taczanowskii	Tyrannidae	Inca Flycatcher	NULL
Leptopterus chabert	Vangidae	Chabert Vanga	NULL
Leptoptilos crumenifer	Ciconiidae	Marabou Stork	NULL
Leptoptilos dubius	Ciconiidae	Greater Adjutant	NULL
Leptoptilos javanicus	Ciconiidae	Lesser Adjutant	NULL
Leptosittaca branickii	Psittacidae	Golden-plumed Parakeet	NULL
Leptosomus discolor	Leptosomidae	Cuckoo-roller	NULL
Leptotila battyi	Columbidae	Azuero Dove	NULL
Leptotila cassinii	Columbidae	Grey-chested Dove	NULL
Leptotila conoveri	Columbidae	Tolima Dove	NULL
Leptotila jamaicensis	Columbidae	Caribbean Dove	NULL
Leptotila megalura	Columbidae	Yungas Dove	NULL
Leptotila ochraceiventris	Columbidae	Ochre-bellied Dove	NULL
Leptotila pallida	Columbidae	Pallid Dove	NULL
Leptotila plumbeiceps	Columbidae	Grey-headed Dove	NULL
Leptotila rufaxilla	Columbidae	Grey-fronted Dove	NULL
Leptotila verreauxi	Columbidae	White-tipped Dove	NULL
Leptotila wellsi	Columbidae	Grenada Dove	NULL
Leptotrygon veraguensis	Columbidae	Olive-backed Quail-Dove	NULL
Lerwa lerwa	Phasianidae	Snow Partridge	NULL
Lesbia nuna	Trochilidae	Green-tailed Trainbearer	NULL
Lesbia victoriae	Trochilidae	Black-tailed Trainbearer	NULL
Lessonia oreas	Tyrannidae	Andean Negrito	NULL
Lessonia rufa	Tyrannidae	Austral Negrito	NULL
Leucippus fallax	Trochilidae	Buffy Hummingbird	NULL
Leucocarbo atriceps	Phalacrocoracidae	Imperial Shag	NULL
Leucocarbo bougainvillii	Phalacrocoracidae	Guanay Cormorant	NULL
Leucocarbo bransfieldensis	Phalacrocoracidae	Antarctic Shag	NULL
Leucocarbo campbelli	Phalacrocoracidae	Campbell Shag	NULL
Leucocarbo carunculatus	Phalacrocoracidae	New Zealand King Shag	NULL
Leucocarbo chalconotus	Phalacrocoracidae	Otago Shag	NULL
Leucocarbo colensoi	Phalacrocoracidae	Auckland Shag	NULL
Leucocarbo georgianus	Phalacrocoracidae	South Georgia Shag	NULL
Leucocarbo magellanicus	Phalacrocoracidae	Rock Shag	NULL
Leucocarbo melanogenis	Phalacrocoracidae	Crozet Shag	NULL
Leucocarbo nivalis	Phalacrocoracidae	Heard Island Shag	NULL
Leucocarbo onslowi	Phalacrocoracidae	Chatham Shag	NULL
Leucocarbo purpurascens	Phalacrocoracidae	Macquarie Shag	NULL
Leucocarbo ranfurlyi	Phalacrocoracidae	Bounty Shag	NULL
Leucocarbo stewarti	Phalacrocoracidae	Foveaux Shag	NULL
Leucocarbo verrucosus	Phalacrocoracidae	Kerguelen Shag	NULL
Leucochloris albicollis	Trochilidae	White-throated Hummingbird	NULL
Leucogeranus leucogeranus	Gruidae	Siberian Crane	NULL
Leuconotopicus albolarvatus	Picidae	White-headed Woodpecker	NULL
Leuconotopicus arizonae	Picidae	Arizona Woodpecker	NULL
Leuconotopicus borealis	Picidae	Red-cockaded Woodpecker	NULL
Leuconotopicus fumigatus	Picidae	Smoky-brown Woodpecker	NULL
Leuconotopicus stricklandi	Picidae	Strickland's Woodpecker	NULL
Leuconotopicus villosus	Picidae	Hairy Woodpecker	NULL
Leucopeza semperi	Parulidae	Semper's Warbler	NULL
Leucophaeus atricilla	Laridae	Laughing Gull	NULL
Leucophaeus fuliginosus	Laridae	Lava Gull	NULL
Leucophaeus modestus	Laridae	Grey Gull	NULL
Leucophaeus pipixcan	Laridae	Franklin's Gull	NULL
Leucophaeus scoresbii	Laridae	Dolphin Gull	NULL
Leucopsar rothschildi	Sturnidae	Bali Myna	NULL
Leucopternis kuhli	Accipitridae	White-browed Hawk	NULL
Leucopternis melanops	Accipitridae	Black-faced Hawk	NULL
Leucopternis semiplumbeus	Accipitridae	Semiplumbeous Hawk	NULL
Leucoptilon concretum	Muscicapidae	White-tailed Flycatcher	NULL
Leucosarcia melanoleuca	Columbidae	Wonga Pigeon	NULL
Leucosticte arctoa	Fringillidae	Asian Rosy Finch	NULL
Leucosticte atrata	Fringillidae	Black Rosy Finch	NULL
Leucosticte australis	Fringillidae	Brown-capped Rosy Finch	NULL
Leucosticte brandti	Fringillidae	Brandt's Mountain Finch	NULL
Leucosticte nemoricola	Fringillidae	Plain Mountain Finch	NULL
Leucosticte tephrocotis	Fringillidae	Grey-crowned Rosy Finch	NULL
Lewinia mirifica	Rallidae	Brown-banded Rail	NULL
Lewinia muelleri	Rallidae	Auckland Rail	NULL
Lewinia pectoralis	Rallidae	Lewin's Rail	NULL
Lewinia striata	Rallidae	Slaty-breasted Rail	NULL
Lichenostomus cratitius	Meliphagidae	Purple-gaped Honeyeater	NULL
Lichenostomus melanops	Meliphagidae	Yellow-tufted Honeyeater	NULL
Lichmera alboauricularis	Meliphagidae	Silver-eared Honeyeater	NULL
Lichmera argentauris	Meliphagidae	Olive Honeyeater	NULL
Lichmera deningeri	Meliphagidae	Buru Honeyeater	NULL
Lichmera flavicans	Meliphagidae	Flame-eared Honeyeater	NULL
Lichmera incana	Meliphagidae	Grey-eared Honeyeater	NULL
Lichmera indistincta	Meliphagidae	Brown Honeyeater	NULL
Lichmera monticola	Meliphagidae	Seram Honeyeater	NULL
Lichmera notabilis	Meliphagidae	Black-necklaced Honeyeater	NULL
Lichmera squamata	Meliphagidae	Scaly-breasted Honeyeater	NULL
Limnoctites rectirostris	Furnariidae	Straight-billed Reedhaunter	NULL
Limnoctites sulphuriferus	Furnariidae	Sulphur-bearded Reedhaunter	NULL
Limnodromus griseus	Scolopacidae	Short-billed Dowitcher	NULL
Limnodromus scolopaceus	Scolopacidae	Long-billed Dowitcher	NULL
Limnodromus semipalmatus	Scolopacidae	Asian Dowitcher	NULL
Limnornis curvirostris	Furnariidae	Curve-billed Reedhaunter	NULL
Limnothlypis swainsonii	Parulidae	Swainson's Warbler	NULL
Limosa fedoa	Scolopacidae	Marbled Godwit	NULL
Limosa haemastica	Scolopacidae	Hudsonian Godwit	NULL
Limosa lapponica	Scolopacidae	Bar-tailed Godwit	NULL
Limosa limosa	Scolopacidae	Black-tailed Godwit	NULL
Linaria cannabina	Fringillidae	Common Linnet	NULL
Linaria flavirostris	Fringillidae	Twite	NULL
Linaria johannis	Fringillidae	Warsangli Linnet	NULL
Linaria yemenensis	Fringillidae	Yemen Linnet	NULL
Linurgus olivaceus	Fringillidae	Oriole Finch	NULL
Liocichla bugunorum	Leiothrichidae	Bugun Liocichla	NULL
Liocichla omeiensis	Leiothrichidae	Emei Shan Liocichla	NULL
Liocichla phoenicea	Leiothrichidae	Red-faced Liocichla	NULL
Liocichla ripponi	Leiothrichidae	Scarlet-faced Liocichla	NULL
Liocichla steerii	Leiothrichidae	Steere's Liocichla	NULL
Lioparus chrysotis	Paradoxornithidae	Golden-breasted Fulvetta	NULL
Liosceles thoracicus	Rhinocryptidae	Rusty-belted Tapaculo	NULL
Lipaugus ater	Cotingidae	Black-and-gold Cotinga	NULL
Lipaugus conditus	Cotingidae	Grey-winged Cotinga	NULL
Lipaugus fuscocinereus	Cotingidae	Dusky Piha	NULL
Lipaugus lanioides	Cotingidae	Cinnamon-vented Piha	NULL
Lipaugus streptophorus	Cotingidae	Rose-collared Piha	NULL
Lipaugus unirufus	Cotingidae	Rufous Piha	NULL
Lipaugus uropygialis	Cotingidae	Scimitar-winged Piha	NULL
Lipaugus vociferans	Cotingidae	Screaming Piha	NULL
Lipaugus weberi	Cotingidae	Chestnut-capped Piha	NULL
Lissotis hartlaubii	Otididae	Hartlaub's Bustard	NULL
Lissotis melanogaster	Otididae	Black-bellied Bustard	NULL
Loboparadisea sericea	Cnemophilidae	Yellow-breasted Satinbird	NULL
Lobotos lobatus	Campephagidae	Western Wattled Cuckooshrike	NULL
Lobotos oriolinus	Campephagidae	Eastern Wattled Cuckooshrike	NULL
Lochmias nematura	Furnariidae	Sharp-tailed Streamcreeper	NULL
Locustella accentor	Locustellidae	Friendly Bush Warbler	NULL
Locustella alfredi	Locustellidae	Bamboo Warbler	NULL
Locustella alishanensis	Locustellidae	Taiwan Bush Warbler	NULL
Locustella castanea	Locustellidae	Sulawesi Bush Warbler	NULL
Locustella caudata	Locustellidae	Long-tailed Bush Warbler	NULL
Locustella chengi	Locustellidae	Sichuan Bush Warbler	NULL
Locustella davidi	Locustellidae	Baikal Bush Warbler	NULL
Locustella disturbans	Locustellidae	Buru Bush Warbler	NULL
Locustella fluviatilis	Locustellidae	River Warbler	NULL
Locustella idonea	Locustellidae	Dalat Bush Warbler	NULL
Locustella kashmirensis	Locustellidae	West Himalayan Bush Warbler	NULL
Locustella lanceolata	Locustellidae	Lanceolated Warbler	NULL
Locustella luscinioides	Locustellidae	Savi's Warbler	NULL
Locustella luteoventris	Locustellidae	Brown Bush Warbler	NULL
Locustella major	Locustellidae	Long-billed Bush Warbler	NULL
Locustella mandelli	Locustellidae	Russet Bush Warbler	NULL
Locustella montis	Locustellidae	Javan Bush Warbler	NULL
Locustella musculus	Locustellidae	Seram Bush Warbler	NULL
Locustella naevia	Locustellidae	Common Grasshopper Warbler	NULL
Locustella portenta	Locustellidae	Taliabu Bush Warbler	NULL
Locustella seebohmi	Locustellidae	Benguet Bush Warbler	NULL
Locustella tacsanowskia	Locustellidae	Chinese Bush Warbler	NULL
Locustella thoracica	Locustellidae	Spotted Bush Warbler	NULL
Loddigesia mirabilis	Trochilidae	Marvelous Spatuletail	NULL
Lonchura atricapilla	Estrildidae	Chestnut Munia	NULL
Lonchura caniceps	Estrildidae	Grey-headed Mannikin	NULL
Lonchura castaneothorax	Estrildidae	Chestnut-breasted Mannikin	NULL
Lonchura ferruginosa	Estrildidae	White-capped Munia	NULL
Lonchura flaviprymna	Estrildidae	Yellow-rumped Mannikin	NULL
Lonchura forbesi	Estrildidae	Forbes's Mannikin	NULL
Lonchura fuscans	Estrildidae	Dusky Munia	NULL
Lonchura grandis	Estrildidae	Great-billed Mannikin	NULL
Lonchura hunsteini	Estrildidae	Hunstein's Mannikin	NULL
Lonchura kelaarti	Estrildidae	Black-throated Munia	NULL
Lonchura leucogastra	Estrildidae	White-bellied Munia	NULL
Lonchura leucogastroides	Estrildidae	Javan Munia	NULL
Lonchura maja	Estrildidae	White-headed Munia	NULL
Lonchura malacca	Estrildidae	Tricolored Munia	NULL
Lonchura melaena	Estrildidae	Buff-bellied Mannikin	NULL
Lonchura molucca	Estrildidae	Black-faced Munia	NULL
Lonchura montana	Estrildidae	Western Alpine Mannikin	NULL
Lonchura monticola	Estrildidae	Eastern Alpine Mannikin	NULL
Lonchura nevermanni	Estrildidae	Grey-crowned Mannikin	NULL
Lonchura pallida	Estrildidae	Pale-headed Munia	NULL
Lonchura punctulata	Estrildidae	Scaly-breasted Munia	NULL
Lonchura quinticolor	Estrildidae	Five-colored Munia	NULL
Lonchura spectabilis	Estrildidae	Hooded Mannikin	NULL
Lonchura striata	Estrildidae	White-rumped Munia	NULL
Lonchura stygia	Estrildidae	Black Mannikin	NULL
Lonchura teerinki	Estrildidae	Black-breasted Mannikin	NULL
Lonchura vana	Estrildidae	Grey-banded Mannikin	NULL
Lophaetus occipitalis	Accipitridae	Long-crested Eagle	NULL
Lophoceros alboterminatus	Bucerotidae	Crowned Hornbill	NULL
Lophoceros bradfieldi	Bucerotidae	Bradfield's Hornbill	NULL
Lophoceros camurus	Bucerotidae	Red-billed Dwarf Hornbill	NULL
Lophoceros fasciatus	Bucerotidae	African Pied Hornbill	NULL
Lophoceros hemprichii	Bucerotidae	Hemprich's Hornbill	NULL
Lophoceros nasutus	Bucerotidae	African Grey Hornbill	NULL
Lophoceros pallidirostris	Bucerotidae	Pale-billed Hornbill	NULL
Lophochroa leadbeateri	Cacatuidae	Major Mitchell's Cockatoo	NULL
Lophodytes cucullatus	Anatidae	Hooded Merganser	NULL
Lophoictinia isura	Accipitridae	Square-tailed Kite	NULL
Lopholaimus antarcticus	Columbidae	Topknot Pigeon	NULL
Lophonetta specularioides	Anatidae	Crested Duck	NULL
Lophophanes cristatus	Paridae	Crested Tit	European Crested Tit
Lophophanes dichrous	Paridae	Grey-crested Tit	Grey Crested Tit
Lophophorus impejanus	Phasianidae	Himalayan Monal	NULL
Lophophorus lhuysii	Phasianidae	Chinese Monal	NULL
Lophophorus sclateri	Phasianidae	Sclater's Monal	NULL
Lophopsittacus mauritianus	Psittaculidae	Broad-billed Parrot	NULL
Lophorina minor	Paradisaeidae	Lesser Lophorina	NULL
Lophorina niedda	Paradisaeidae	Crescent-caped Lophorina	NULL
Lophorina superba	Paradisaeidae	Greater Lophorina	NULL
Lophornis adorabilis	Trochilidae	White-crested Coquette	NULL
Lophornis brachylophus	Trochilidae	Short-crested Coquette	NULL
Lophornis chalybeus	Trochilidae	Festive Coquette	NULL
Lophornis delattrei	Trochilidae	Rufous-crested Coquette	NULL
Lophornis gouldii	Trochilidae	Dot-eared Coquette	NULL
Lophornis helenae	Trochilidae	Black-crested Coquette	NULL
Lophornis magnificus	Trochilidae	Frilled Coquette	NULL
Lophornis ornatus	Trochilidae	Tufted Coquette	NULL
Lophornis pavoninus	Trochilidae	Peacock Coquette	NULL
Lophornis stictolophus	Trochilidae	Spangled Coquette	NULL
Lophornis verreauxii	Trochilidae	Butterfly Coquette	NULL
Lophospingus griseocristatus	Thraupidae	Grey-crested Finch	NULL
Lophospingus pusillus	Thraupidae	Black-crested Finch	NULL
Lophostrix cristata	Strigidae	Crested Owl	NULL
Lophotibis cristata	Threskiornithidae	Madagascar Ibis	NULL
Lophotis gindiana	Otididae	Buff-crested Bustard	NULL
Lophotis ruficrista	Otididae	Red-crested Korhaan	NULL
Lophotis savilei	Otididae	Savile's Bustard	NULL
Lophotriccus eulophotes	Tyrannidae	Long-crested Pygmy Tyrant	NULL
Lophotriccus galeatus	Tyrannidae	Helmeted Pygmy Tyrant	NULL
Lophotriccus pileatus	Tyrannidae	Scale-crested Pygmy Tyrant	NULL
Lophotriccus vitiosus	Tyrannidae	Double-banded Pygmy Tyrant	NULL
Lophotriorchis kienerii	Accipitridae	Rufous-bellied Eagle	NULL
Lophura bulweri	Phasianidae	Bulwer's Pheasant	NULL
Lophura diardi	Phasianidae	Siamese Fireback	NULL
Lophura edwardsi	Phasianidae	Edwards's Pheasant	NULL
Lophura erythrophthalma	Phasianidae	Crestless Fireback	NULL
Lophura ignita	Phasianidae	Crested Fireback	NULL
Lophura inornata	Phasianidae	Salvadori's Pheasant	NULL
Lophura leucomelanos	Phasianidae	Kalij Pheasant	NULL
Lophura nycthemera	Phasianidae	Silver Pheasant	NULL
Lophura swinhoii	Phasianidae	Swinhoe's Pheasant	NULL
Loriculus amabilis	Psittaculidae	Moluccan Hanging Parrot	NULL
Loriculus aurantiifrons	Psittaculidae	Orange-fronted Hanging Parrot	NULL
Loriculus beryllinus	Psittaculidae	Sri Lanka Hanging Parrot	NULL
Loriculus camiguinensis	Psittaculidae	Camiguin Hanging Parrot	NULL
Loriculus catamene	Psittaculidae	Sangihe Hanging Parrot	NULL
Loriculus exilis	Psittaculidae	Pygmy Hanging Parrot	NULL
Loriculus flosculus	Psittaculidae	Wallace's Hanging Parrot	NULL
Loriculus galgulus	Psittaculidae	Blue-crowned Hanging Parrot	NULL
Loriculus philippensis	Psittaculidae	Philippine Hanging Parrot	NULL
Loriculus pusillus	Psittaculidae	Yellow-throated Hanging Parrot	NULL
Loriculus sclateri	Psittaculidae	Sula Hanging Parrot	NULL
Loriculus stigmatus	Psittaculidae	Great Hanging Parrot	NULL
Loriculus tener	Psittaculidae	Bismarck Hanging Parrot	NULL
Loriculus vernalis	Psittaculidae	Vernal Hanging Parrot	NULL
Loriotus cristatus	Thraupidae	Flame-crested Tanager	NULL
Loriotus luctuosus	Thraupidae	White-shouldered Tanager	NULL
Loriotus rufiventer	Thraupidae	Yellow-crested Tanager	NULL
Lorius albidinucha	Psittaculidae	White-naped Lory	NULL
Lorius chlorocercus	Psittaculidae	Yellow-bibbed Lory	NULL
Lorius domicella	Psittaculidae	Purple-naped Lory	NULL
Lorius garrulus	Psittaculidae	Chattering Lory	NULL
Lorius hypoinochrous	Psittaculidae	Purple-bellied Lory	NULL
Lorius lory	Psittaculidae	Black-capped Lory	NULL
Loxia curvirostra	Fringillidae	Red Crossbill	NULL
Loxia leucoptera	Fringillidae	Two-barred Crossbill	NULL
Loxia megaplaga	Fringillidae	Hispaniolan Crossbill	NULL
Loxia pytyopsittacus	Fringillidae	Parrot Crossbill	NULL
Loxia scotica	Fringillidae	Scottish Crossbill	NULL
Loxia sinesciuris	Fringillidae	Cassia Crossbill	NULL
Loxigilla barbadensis	Thraupidae	Barbados Bullfinch	NULL
Loxigilla noctis	Thraupidae	Lesser Antillean Bullfinch	NULL
Loxioides bailleui	Fringillidae	Palila	NULL
Loxipasser anoxanthus	Thraupidae	Yellow-shouldered Grassquit	NULL
Loxops caeruleirostris	Fringillidae	'Akeke'e	Akekee
Loxops coccineus	Fringillidae	Hawai'i 'akepa	Hawaii Akepa
Loxops mana	Fringillidae	Hawai'i Creeper	Hawaii Creeper
Loxops ochraceus	Fringillidae	Maui 'akepa	Maui Akepa
Loxops wolstenholmei	Fringillidae	O'ahu 'akepa	Oahu Akepa
Lullula arborea	Alaudidae	Woodlark	NULL
Lurocalis rufiventris	Caprimulgidae	Rufous-bellied Nighthawk	NULL
Lurocalis semitorquatus	Caprimulgidae	Short-tailed Nighthawk	NULL
Luscinia luscinia	Muscicapidae	Thrush Nightingale	NULL
Luscinia megarhynchos	Muscicapidae	Common Nightingale	NULL
Luscinia phaenicuroides	Muscicapidae	White-bellied Redstart	NULL
Luscinia svecica	Muscicapidae	Bluethroat	NULL
Lybius bidentatus	Lybiidae	Double-toothed Barbet	NULL
Lybius chaplini	Lybiidae	Chaplin's Barbet	NULL
Lybius dubius	Lybiidae	Bearded Barbet	NULL
Lybius guifsobalito	Lybiidae	Black-billed Barbet	NULL
Lybius leucocephalus	Lybiidae	White-headed Barbet	NULL
Lybius melanopterus	Lybiidae	Brown-breasted Barbet	NULL
Lybius minor	Lybiidae	Black-backed Barbet	NULL
Lybius rolleti	Lybiidae	Black-breasted Barbet	NULL
Lybius rubrifacies	Lybiidae	Red-faced Barbet	NULL
Lybius torquatus	Lybiidae	Black-collared Barbet	NULL
Lybius undatus	Lybiidae	Banded Barbet	NULL
Lybius vieilloti	Lybiidae	Vieillot's Barbet	NULL
Lycocorax obiensis	Paradisaeidae	Obi Paradise-crow	NULL
Lycocorax pyrrhopterus	Paradisaeidae	Halmahera Paradise-crow	NULL
Lymnocryptes minimus	Scolopacidae	Jack Snipe	NULL
Lyncornis macrotis	Caprimulgidae	Great Eared Nightjar	NULL
Lyncornis temminckii	Caprimulgidae	Malaysian Eared Nightjar	NULL
Lyrurus mlokosiewiczi	Phasianidae	Caucasian Grouse	NULL
